H:\Self-driving car data\IMG\center_2019_04_12_00_41_38_218.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_38_218.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_38_218.jpg,-0.25,1,0,14.65411
H:\Self-driving car data\IMG\center_2019_04_12_00_41_38_325.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_38_325.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_38_325.jpg,0,1,0,15.44592
H:\Self-driving car data\IMG\center_2019_04_12_00_41_38_432.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_38_432.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_38_432.jpg,0,1,0,16.7302
H:\Self-driving car data\IMG\center_2019_04_12_00_41_38_572.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_38_572.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_38_572.jpg,0,1,0,17.9801
H:\Self-driving car data\IMG\center_2019_04_12_00_41_38_645.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_38_645.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_38_645.jpg,0,1,0,18.82253
H:\Self-driving car data\IMG\center_2019_04_12_00_41_38_726.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_38_726.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_38_726.jpg,0,1,0,19.65533
H:\Self-driving car data\IMG\center_2019_04_12_00_41_38_799.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_38_799.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_38_799.jpg,0,1,0,20.48053
H:\Self-driving car data\IMG\center_2019_04_12_00_41_38_895.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_38_895.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_38_895.jpg,0,1,0,21.56243
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_038.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_038.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_038.jpg,0,1,0,22.90874
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_108.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_108.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_108.jpg,-0.15,1,0,23.50405
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_182.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_182.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_182.jpg,-0.35,1,0,24.21625
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_250.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_250.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_250.jpg,0,1,0,24.78413
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_336.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_336.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_336.jpg,0,1,0,25.74136
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_413.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_413.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_413.jpg,0,1,0,26.31158
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_483.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_483.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_483.jpg,0,1,0,27.06716
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_614.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_614.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_614.jpg,-0.3,1,0,28.14005
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_697.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_697.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_697.jpg,0,1,0,29.05836
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_833.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_833.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_833.jpg,0,1,0,30.15567
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_911.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_911.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_911.jpg,0,1,0,30.19024
H:\Self-driving car data\IMG\center_2019_04_12_00_41_39_982.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_39_982.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_39_982.jpg,-0.2,1,0,30.18044
H:\Self-driving car data\IMG\center_2019_04_12_00_41_40_055.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_40_055.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_40_055.jpg,-0.4,1,0,30.15803
H:\Self-driving car data\IMG\center_2019_04_12_00_41_40_129.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_40_129.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_40_129.jpg,-0.5500001,1,0,30.1396
H:\Self-driving car data\IMG\center_2019_04_12_00_41_40_266.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_40_266.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_40_266.jpg,0,1,0,30.18217
H:\Self-driving car data\IMG\center_2019_04_12_00_41_40_352.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_40_352.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_40_352.jpg,0,1,0,30.18882
H:\Self-driving car data\IMG\center_2019_04_12_00_41_40_430.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_40_430.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_40_430.jpg,0,1,0,30.19008
H:\Self-driving car data\IMG\center_2019_04_12_00_41_40_515.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_40_515.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_40_515.jpg,0,1,0,30.19045
H:\Self-driving car data\IMG\center_2019_04_12_00_41_40_655.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_40_655.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_40_655.jpg,0,1,0,30.19031
H:\Self-driving car data\IMG\center_2019_04_12_00_41_40_736.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_40_736.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_40_736.jpg,-0.2,1,0,30.18015
H:\Self-driving car data\IMG\center_2019_04_12_00_41_40_806.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_40_806.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_40_806.jpg,-0.35,1,0,30.16366
H:\Self-driving car data\IMG\center_2019_04_12_00_41_40_943.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_40_943.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_40_943.jpg,0,1,0,30.18764
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_019.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_019.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_019.jpg,0,1,0,30.1898
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_088.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_088.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_088.jpg,0,1,0,30.19018
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_160.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_160.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_160.jpg,0,1,0,30.19032
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_232.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_232.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_232.jpg,0,1,0,30.19031
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_314.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_314.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_314.jpg,0,1,0,30.19031
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_390.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_390.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_390.jpg,0,1,0,30.19029
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_462.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_462.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_462.jpg,0,1,0,30.19048
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_535.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_535.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_535.jpg,0,1,0,30.19025
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_611.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_611.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_611.jpg,0,1,0,30.1903
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_697.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_697.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_697.jpg,0,1,0,30.18969
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_788.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_788.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_788.jpg,0,1,0,30.19029
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_873.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_873.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_873.jpg,0,1,0,30.19032
H:\Self-driving car data\IMG\center_2019_04_12_00_41_41_950.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_41_950.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_41_950.jpg,0,1,0,30.1903
H:\Self-driving car data\IMG\center_2019_04_12_00_41_42_020.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_42_020.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_42_020.jpg,0,1,0,30.19027
H:\Self-driving car data\IMG\center_2019_04_12_00_41_42_139.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_42_139.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_42_139.jpg,0,1,0,30.19031
H:\Self-driving car data\IMG\center_2019_04_12_00_41_42_242.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_42_242.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_42_242.jpg,-0.25,1,0,30.17476
H:\Self-driving car data\IMG\center_2019_04_12_00_41_42_351.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_42_351.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_42_351.jpg,0,1,0,30.18903
H:\Self-driving car data\IMG\center_2019_04_12_00_41_42_460.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_42_460.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_42_460.jpg,0,1,0,30.18998
H:\Self-driving car data\IMG\center_2019_04_12_00_41_42_570.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_42_570.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_42_570.jpg,0,1,0,30.19028
H:\Self-driving car data\IMG\center_2019_04_12_00_41_42_677.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_42_677.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_42_677.jpg,0,1,0,30.19033
H:\Self-driving car data\IMG\center_2019_04_12_00_41_42_790.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_42_790.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_42_790.jpg,0,1,0,30.19032
H:\Self-driving car data\IMG\center_2019_04_12_00_41_42_900.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_42_900.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_42_900.jpg,-0.3,1,0,30.16939
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_004.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_004.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_004.jpg,0,1,0,30.18766
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_107.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_107.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_107.jpg,0,1,0,30.18966
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_201.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_201.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_201.jpg,0,1,0,30.19022
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_285.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_285.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_285.jpg,0,1,0,30.19029
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_374.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_374.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_374.jpg,0,1,0,30.19032
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_466.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_466.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_466.jpg,0,1,0,30.19031
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_564.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_564.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_564.jpg,0,1,0,30.18992
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_662.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_662.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_662.jpg,0,1,0,30.19028
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_733.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_733.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_733.jpg,0,1,0,30.1903
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_807.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_807.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_807.jpg,-0.15,1,0,30.18426
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_881.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_881.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_881.jpg,-0.35,1,0,30.16346
H:\Self-driving car data\IMG\center_2019_04_12_00_41_43_949.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_43_949.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_43_949.jpg,0,1,0,30.1882
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_021.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_021.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_021.jpg,0,1,0,30.19
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_089.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_089.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_089.jpg,0,1,0,30.1902
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_158.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_158.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_158.jpg,0,1,0,30.19029
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_231.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_231.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_231.jpg,0,1,0,30.19028
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_307.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_307.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_307.jpg,0,1,0,30.1903
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_380.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_380.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_380.jpg,0,1,0,30.19032
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_453.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_453.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_453.jpg,0,1,0,30.19029
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_525.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_525.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_525.jpg,0,1,0,30.19031
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_596.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_596.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_596.jpg,0,1,0,30.19031
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_678.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_678.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_678.jpg,-0.2,1,0,30.17988
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_753.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_753.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_753.jpg,0,1,0,30.18969
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_822.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_822.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_822.jpg,0,1,0,30.19024
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_893.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_893.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_893.jpg,0,1,0,30.19032
H:\Self-driving car data\IMG\center_2019_04_12_00_41_44_969.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_44_969.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_44_969.jpg,0,1,0,30.1903
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_047.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_047.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_047.jpg,0,1,0,30.19032
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_117.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_117.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_117.jpg,0,1,0,30.19031
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_189.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_189.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_189.jpg,-0.15,1,0,30.18431
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_262.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_262.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_262.jpg,-0.35,1,0,30.16356
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_335.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_335.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_335.jpg,0,1,0,30.18952
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_407.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_407.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_407.jpg,0,1,0,30.18998
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_478.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_478.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_478.jpg,0,1,0,30.19023
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_552.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_552.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_552.jpg,0,1,0,30.19027
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_626.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_626.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_626.jpg,-0.1,1,0,30.18811
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_701.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_701.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_701.jpg,-0.3,1,0,30.16986
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_768.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_768.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_768.jpg,0,1,0,30.18147
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_837.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_837.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_837.jpg,0,1,0,30.1893
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_906.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_906.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_906.jpg,0,1,0,30.18999
H:\Self-driving car data\IMG\center_2019_04_12_00_41_45_992.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_45_992.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_45_992.jpg,0,1,0,30.19024
H:\Self-driving car data\IMG\center_2019_04_12_00_41_46_066.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_46_066.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_46_066.jpg,0,1,0,30.19035
H:\Self-driving car data\IMG\center_2019_04_12_00_41_46_136.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_46_136.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_46_136.jpg,0,1,0,30.19032
H:\Self-driving car data\IMG\center_2019_04_12_00_41_46_206.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_46_206.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_46_206.jpg,0,1,0,30.19029
H:\Self-driving car data\IMG\center_2019_04_12_00_41_46_275.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_46_275.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_46_275.jpg,0,1,0,30.1903
H:\Self-driving car data\IMG\center_2019_04_12_00_41_46_371.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_46_371.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_46_371.jpg,0,1,0,30.19029
H:\Self-driving car data\IMG\center_2019_04_12_00_41_46_470.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_46_470.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_46_470.jpg,0,1,0,30.19029
H:\Self-driving car data\IMG\center_2019_04_12_00_41_46_538.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_46_538.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_46_538.jpg,0,1,0,30.1903
H:\Self-driving car data\IMG\center_2019_04_12_00_41_46_634.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_46_634.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_46_634.jpg,-0.1,1,0,30.18765
H:\Self-driving car data\IMG\center_2019_04_12_00_41_46_706.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_46_706.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_46_706.jpg,-0.25,1,0,30.17472
H:\Self-driving car data\IMG\center_2019_04_12_00_41_46_775.jpg,H:\Self-driving car data\IMG\left_2019_04_12_00_41_46_775.jpg,H:\Self-driving car data\IMG\right_2019_04_12_00_41_46_775.jpg,0,1,0,30.19013
